game_id,positive_reviews,total_reviews
929020,1,1
929030,2,6
929060,0,0
929080,0,2
929120,3,4
929150,0,0
929170,2,2
929180,0,0
929200,0,0
929210,0,1
929230,6,7
929270,7,12
929280,0,0
929290,4,9
929300,9,10
929310,2,2
929320,3,3
929330,3,5
928780,0,1
928790,1,1
928800,0,0
928810,0,0
928830,4,5
928840,10,14
928880,0,4
928940,0,0
928970,5,5
928300,9,9
928350,0,0
928370,2,2
928390,23,26
928410,0,0
928420,0,0
928460,0,0
928520,15,16
928610,1,7
928620,0,0
928630,0,0
928660,2,2
928680,3,3
928690,0,0
927810,11,14
927840,3,3
927850,0,0
927860,0,0
927930,2,4
927970,0,0
927990,0,0
928000,0,0
928060,6,16
928070,0,0
928130,0,0
928140,0,1
928160,2,2
928170,8,13
928180,0,0
928210,0,0
928230,2,2
927580,0,1
927670,0,0
927730,18,23
927740,0,0
927760,0,0
927050,0,0
927080,2,2
927120,0,0
927190,4,6
927250,89,97
927270,136,180
927310,1,1
927320,0,0
927370,0,0
926810,0,0
926820,2,2
926860,0,0
926870,0,0
926440,0,0
926450,0,0
926470,3,3
926480,0,0
926490,0,0
926520,8,9
926540,0,0
926600,0,0
926610,3,3
926720,0,0
926070,1,1
926090,0,1
926100,0,0
926110,0,0
926120,0,0
926130,0,0
926140,176,192
926170,3,3
926240,1,1
926250,6,6
926310,1,1
926340,0,0
926350,3,3
926370,2,4
926390,0,0
926400,0,0
926410,2,3
925830,0,0
925880,0,0
925900,0,0
925910,5,6
925930,13,13
925940,4,8
925980,0,0
926010,4,6
925340,11,11
925360,1,2
925440,1,2
925460,0,0
925470,3,9
925490,2,2
925520,12,18
925540,0,1
925550,12,12
925560,0,0
925570,0,0
925610,0,0
925630,1,1
925640,0,0
925670,1,5
925690,3,4
925700,0,1
924900,9,10
924940,14,14
924960,1,2
925010,0,0
925040,5,6
925050,0,0
925060,0,0
925070,1,1
925090,3,3
925120,0,0
925160,0,0
925170,8,9
925280,1,1
925290,0,0
925300,0,0
924500,0,1
924520,0,0
924560,2,2
924650,40,46
924670,2,5
924710,2,2
924750,0,0
924780,4,4
924790,1,1
924800,1,1
924810,0,0
924830,0,0
924100,4,6
924130,0,0
924200,0,0
924250,0,0
924280,12,12
924310,3,3
924360,0,0
924370,4,5
924380,0,0
924390,0,0
924430,0,0
924460,0,1
923630,0,0
923650,2,2
923670,7,7
923690,1,1
923730,1,1
923750,0,0
923760,0,0
923790,0,1
923800,0,0
923840,0,0
923880,0,2
923890,6,11
923900,2,2
923910,0,0
923970,0,0
924020,4,29
924040,0,3
924080,0,0
924090,1,2
923180,0,0
923240,0,1
923260,10,10
923270,0,2
923330,4,7
923350,0,0
923360,0,0
923370,4,4
923390,0,0
923400,0,0
923420,4,4
923430,0,0
923460,0,0
923470,68,80
923480,3,3
923500,0,0
923510,0,0
923530,0,0
923540,0,0
923550,3,3
923570,0,0
923590,9,17
922880,0,0
923010,0,0
923030,0,0
923050,1,1
923080,1,1
923100,0,0
923110,0,0
923120,0,0
923130,0,0
923140,0,0
922400,61,61
922410,5,6
922450,0,0
922460,0,0
922470,4,4
922510,3,3
922520,0,0
922530,3,3
922540,0,0
922550,0,0
922560,0,0
922590,0,1
922630,0,0
922640,0,0
922650,0,0
922660,2,2
922670,1,2
922700,6,6
922800,2,11
922810,1,2
922870,0,0
921960,0,1
921970,7,14
922060,0,0
922080,0,0
922090,0,0
922130,1,1
922140,5,5
922150,7,8
922170,0,0
922190,0,0
922220,1,2
922250,9,9
922290,0,0
922320,0,0
922380,1,5
921500,5,10
921520,2,2
921530,9,14
921660,0,0
921690,0,0
921700,0,0
921720,0,0
921730,0,0
921740,0,0
921760,0,0
921770,5,7
921780,72,132
921810,0,0
921840,0,0
921850,0,0
921900,0,0
921920,0,0
921050,0,1
921070,0,0
921090,0,0
921390,10,17
921420,2,2
921450,2,3
920710,0,0
920770,4,5
920780,0,0
920800,1,2
920820,0,0
920830,0,0
920850,3,3
920860,0,0
920450,0,0
920460,22,27
920490,1,1
920500,0,0
920510,3,3
920520,3,4
920550,4,5
920580,0,0
920620,1,2
920640,0,0
920660,0,1
920670,0,0
920680,42,53
920690,157,254
920700,1,1
920280,3,3
920320,0,0
920190,0,0
920200,0,0
919850,0,0
919890,4,4
919690,1,3
919560,5,7
919610,0,0
919640,0,0
919150,2,3
919160,6,6
919170,0,0
919190,0,0
919200,2,4
919220,6,7
919240,0,0
919280,6,8
919300,3,5
919320,5,5
919360,0,0
919410,0,0
918850,0,0
918860,0,0
918870,0,1
918880,0,2
918900,6,11
918950,0,0
918960,4,5
918980,0,0
918990,19,23
919040,0,1
918370,1,1
918380,61,66
918430,13,16
918440,0,0
918450,0,0
918480,0,0
918500,2,3
918520,0,0
918530,74,77
918550,0,0
918590,1,3
918610,0,1
918670,7,7
918680,1,3
918690,2,2
918720,0,1
918740,2,2
918060,1,1
918070,3,4
918080,4,5
918100,0,0
918120,4,4
918130,3,3
918140,1,2
918160,0,0
918170,0,0
918180,2,2
918190,0,0
918200,0,0
918260,0,1
918300,1,1
918320,2,2
917550,0,0
917600,0,2
917610,0,0
917650,0,1
917660,3,4
917680,0,0
917710,0,0
917740,25,30
917760,0,0
917770,0,0
917800,0,1
917810,1,1
917840,0,0
917850,4,4
917870,0,0
917880,0,0
917910,2,3
917920,21,23
917990,0,0
918000,0,0
917290,28,29
917380,0,0
916900,15,15
916910,0,0
916930,53,95
916940,1,2
916950,7,8
916960,2,2
916970,0,0
916980,2,4
917000,4,7
917020,0,0
917050,0,1
917120,0,1
917130,0,0
917140,0,0
917200,2,3
917220,0,0
917240,0,0
916630,0,0
916640,0,2
916700,0,0
916710,0,1
916760,0,0
916780,2,2
916820,0,0
916860,1,2
916880,0,0
916260,0,0
916270,0,0
916290,1,1
916320,7,7
916330,0,0
916370,1,1
916380,3,4
916390,0,0
916470,0,0
916510,1,1
916540,3,4
916560,0,0
916580,9,10
916620,4,4
915710,5,8
915730,0,0
915760,0,0
915770,0,0
915820,5,5
915860,0,0
915930,1,1
915950,8,9
915960,0,0
916010,2,2
916040,20,20
916050,0,0
916060,12,14
916100,0,0
916120,0,0
916130,0,0
916150,0,0
916160,2,3
916180,0,0
915300,1,1
915330,0,0
915360,0,0
915380,1,1
915420,2,2
915430,0,0
915440,6,9
915460,198,214
915480,0,0
915540,1,1
915560,2,2
915570,0,0
915580,0,0
915600,6,9
915610,0,0
914850,13,13
914890,0,0
914900,0,0
914920,0,0
914980,3,4
915020,0,0
915060,0,0
915080,2,3
915100,0,0
915110,0,0
915120,1,1
915140,8,9
915160,3,3
915190,0,0
915230,0,0
914330,7,8
914350,1,1
914390,0,0
914400,2,2
914430,0,0
914450,0,0
914480,1,1
914500,2,5
914510,0,0
914600,0,0
914610,0,0
914620,989,1262
914630,3,5
914640,4,5
914680,1,2
914690,72,87
914700,1,1
914750,0,0
914800,0,0
913840,2,2
913850,11,12
913870,0,0
913890,37,55
913910,0,0
913960,0,1
913970,1,1
914000,10,11
914010,0,0
914020,0,0
914030,0,0
914050,0,0
914070,1,3
914090,2,3
914100,0,0
914130,0,3
914140,21,34
914150,3,5
914160,2,5
914170,8,15
914190,1,1
914200,0,0
914210,0,0
914220,2,2
914230,0,1
914240,9,16
914250,0,0
914270,0,0
913350,0,0
913370,0,0
913420,1,1
913440,0,0
913450,7,9
913490,0,0
913500,2,2
913520,0,0
913550,0,0
913570,0,0
913590,11,13
913600,0,0
913640,1,1
913650,0,0
913660,0,0
913670,0,0
913680,0,0
913690,0,0
913710,12,16
913720,0,0
913740,0,0
913770,0,0
913780,0,0
913820,3,10
913830,4,6
912870,0,0
912890,1,1
912920,0,0
912990,0,0
913000,1,1
913010,0,0
913060,0,0
913090,25,26
913100,9,9
913110,5,5
913120,3,3
913150,0,0
913160,0,0
913180,4,9
913210,1,1
913220,0,0
913250,0,2
913260,0,0
913270,0,0
913280,3,3
913300,0,0
913310,0,0
913330,8,8
913340,8,10
912410,0,0
912420,2,3
912500,1,1
912510,0,0
912520,0,0
912550,0,0
912560,0,0
912570,0,0
912580,0,0
912590,1,2
912600,3,4
912630,0,0
912650,1,1
912660,5,6
912680,2,2
912690,0,0
912720,0,0
912730,0,0
912760,1,2
912770,0,0
912790,1,2
912810,0,0
912820,4,4
912840,0,0
912000,0,0
912020,2,3
912070,0,0
912110,13,19
912120,0,0
912130,0,0
912140,0,0
912190,7,9
912210,0,0
912250,0,0
912260,0,0
912300,1,1
912360,0,0
912370,16,17
912390,0,0
911510,0,0
911520,16,17
911550,15,20
911600,1,1
911630,0,0
911640,0,0
911660,0,0
911680,0,0
911690,1,1
911760,3,4
911840,4,5
911850,0,0
911880,0,2
911940,0,0
911950,0,0
911010,1,1
911040,4,5
911050,0,0
911060,0,0
911090,0,0
911100,5,5
911120,6,6
911130,1,2
911170,0,0
911180,1,2
911210,0,2
911230,2,2
911240,2,2
911250,0,0
911260,0,0
911270,0,0
911280,0,2
911290,2,2
911310,3,4
911380,0,0
911430,0,0
911440,0,0
911480,2,2
911500,0,0
910590,1,1
910650,0,0
910660,6,6
910700,0,0
910730,5,5
910750,0,0
910770,0,0
910800,0,0
910850,0,1
910880,34,40
910980,0,0
910990,3,3
910050,0,0
910150,3,4
910180,0,0
910200,1,1
910210,0,0
910220,1,1
910230,0,0
910250,2,2
910260,0,0
910280,0,0
910290,0,1
910320,0,0
910370,3,8
910380,0,0
910390,1,1
910400,1,2
910420,0,0
910430,3,6
910450,8,11
910460,0,0
910470,0,0
910500,0,0
910530,2,2
910540,3,3
909900,0,0
909970,0,0
909630,4,5
909660,0,0
909780,10,13
909820,0,0
909830,1,5
909110,0,0
909130,1,2
909170,0,0
909190,0,0
909200,1,1
909220,5,6
909240,0,0
909270,1,2
909360,0,0
909370,0,0
909430,0,0
909460,0,0
909470,0,0
909480,3,3
909490,1,1
909570,12,14
909580,3,8
908690,0,0
908710,1,2
908730,0,0
908740,0,0
908750,3,3
908830,0,0
908840,0,0
908920,0,0
908940,0,0
908950,0,1
908960,0,0
908990,5,5
909000,17,28
909010,2,2
909020,0,0
909080,28,29
908230,0,1
908260,0,0
908270,0,0
908290,1,1
908310,2,3
908320,0,0
908330,0,0
908350,0,0
908360,0,0
908390,0,0
908400,1,1
908420,0,0
908430,0,0
908440,0,2
908480,0,0
908500,0,0
908510,0,0
908520,60,60
908590,0,0
908600,0,0
907780,0,0
907870,0,0
907890,1,2
907900,2,2
907920,0,0
907940,0,0
907950,1,1
907970,1,2
908000,0,0
908010,1,1
908020,1,1
908050,0,0
908090,0,1
908120,0,0
908150,1,1
908180,8,8
907390,0,0
907440,10,14
907460,2,5
907470,26,28
907500,0,0
907520,0,0
907590,0,0
907600,0,0
907620,1,1
907630,0,0
907670,0,0
907680,14,24
907720,1,4
907760,0,0
907770,14,20
906920,1,1
906950,1,1
907000,0,0
907020,3,3
907040,5,7
907050,0,0
907090,10,14
907160,0,0
907210,12,20
907220,0,1
907240,1,1
907270,48,61
907310,0,0
907320,1,1
907330,0,0
907380,3,4
906590,21,24
906600,0,0
906650,2,2
906660,3,4
906680,4,4
906730,5,6
906740,0,0
906750,0,0
906790,0,0
906810,0,0
906820,0,0
906850,2,2
906880,3,3
906000,7,13
906010,1,2
906020,1,1
906030,0,1
906050,28,45
906110,19,19
906120,45,47
906160,0,0
906170,0,0
906190,0,0
906200,0,0
906260,0,0
906280,1,1
906310,2,2
906340,0,0
906360,2,2
906370,4,4
906390,0,0
906430,0,0
906450,0,0
906460,0,0
906470,0,0
906480,1,1
906490,0,0
905690,1,1
905760,0,0
905790,2,2
905800,3,4
905860,0,1
905870,2,3
905880,4,4
905890,1,1
905940,5,10
905960,0,0
905980,0,0
905180,0,0
905200,0,0
905220,0,0
905230,0,0
905240,0,0
905260,0,0
905270,0,0
905280,0,0
905300,1,3
905320,0,0
905330,1,1
905350,4,4
905370,0,0
905380,0,0
905390,0,0
905400,0,0
905440,0,0
905460,0,0
905490,0,0
905510,3,3
905530,0,0
905560,0,0
905590,0,0
905630,0,0
905640,0,0
905650,0,0
905660,2,2
905670,0,0
904740,0,0
904750,0,0
904770,1,1
904780,5,7
904790,0,0
904800,0,0
904810,2,2
904820,0,0
904840,0,0
904850,0,0
904860,2,2
904890,3,5
904900,0,0
904930,1,2
904940,4,4
904950,1,2
904960,10,11
904970,0,0
904990,7,8
905010,0,0
905020,1,2
905060,0,5
905070,0,0
905120,1,1
905130,0,0
905150,3,4
904230,0,0
904300,0,0
904310,13,18
904320,1,1
904340,1,1
904350,0,0
904380,0,0
904400,0,0
904410,0,0
904430,0,0
904440,12,13
904450,0,0
904500,0,0
904520,0,0
904530,3,3
904540,18,24
904550,0,0
904560,0,0
904570,18,20
904590,0,0
904600,2,5
904680,1,2
903760,0,0
903780,0,0
903790,0,0
903830,11,14
903850,0,0
904050,1,2
904130,15,15
904160,5,7
904170,2,5
903560,0,0
903570,0,0
903580,6,6
903620,3,5
903640,0,0
903670,1,6
903680,1,1
903700,0,0
903710,8,13
903740,2,7
901000,2,2
901020,1,1
903070,0,2
903150,0,0
903160,1,1
903180,0,0
903200,0,0
900790,9,10
900270,17,17
900290,0,0
900330,0,0
900340,4,5
900370,3,4
900380,0,0
900390,1,1
900490,0,0
899930,0,0
899940,5,6
899960,12,13
899970,317,325
899990,0,2
900010,48,59
900020,0,0
900050,9,10
900060,0,0
899530,0,0
899540,5,8
899570,0,4
899590,6,6
899610,0,0
899620,2,4
899760,1,1
899090,0,0
899100,8,9
899150,0,1
899180,10,11
899190,0,0
899220,0,0
899230,0,0
899240,1,1
899270,15,15
899290,0,0
899310,0,0
899340,8,8
899370,0,0
899470,0,0
899480,10,15
898650,82,88
898660,0,0
898670,0,0
898680,0,0
898690,0,1
898720,0,0
898740,3,5
898760,0,0
898780,18,18
898810,0,0
898830,4,4
898890,0,0
898910,0,0
898930,3,3
898940,3,4
898950,0,0
898980,0,0
899000,2,2
899020,0,0
898160,0,0
898170,0,1
898180,1,4
898240,3,3
898250,1,1
898260,8,8
898290,0,0
898310,0,0
898320,0,1
898340,1,3
898350,1,1
898380,1,1
898400,0,0
898440,2,2
898450,42,43
898460,3,4
898490,0,0
898500,3,4
898520,0,0
898530,1,4
898540,0,3
897690,23,23
897700,3,4
897730,0,0
897760,2,2
897770,1,2
897780,1,1
897800,22,24
897820,79,105
897830,0,0
897880,1,1
897890,0,0
897910,1,1
897930,0,0
897940,0,0
897950,0,0
898000,10,19
898040,0,0
898080,0,0
898090,1,1
898120,2,4
898140,0,0
897210,0,0
897270,0,0
897290,0,0
897300,3,6
897330,3,3
897340,0,0
897360,0,0
897380,0,0
897390,0,1
897400,1,3
897420,2,3
897440,7,10
897530,0,0
897550,1,4
897560,0,0
897580,0,0
897630,2,5
897640,0,0
897650,0,0
896840,0,0
896850,0,2
896860,0,1
896870,0,0
896880,3,6
896890,0,0
896940,0,0
896960,0,0
896970,1,2
896980,0,0
896990,0,1
897000,1,1
897010,0,0
897020,0,0
897030,145,176
897040,9,13
897100,3,4
897110,0,0
897150,0,0
896590,0,0
896650,2,3
896670,0,0
896700,0,1
896730,1,1
896750,0,0
896180,0,2
896220,0,0
896230,0,0
896240,0,1
896340,14,15
896350,0,0
896370,0,0
896380,1,2
896400,3,3
896410,0,0
896420,1,1
896460,78,78
896500,0,1
896510,0,0
896520,0,0
896550,6,6
896570,1,2
895710,0,0
895750,4,6
895820,2,2
895850,2,2
895860,2,2
895890,3,3
895900,0,0
895920,1,1
895930,1,1
895940,1,1
895960,0,1
895980,0,0
895990,0,0
896030,4,10
896040,0,0
896070,3,5
896110,1,1
896160,86,119
895330,4,4
895360,0,0
895370,1,1
895380,0,1
895400,0,0
895420,3,3
895430,0,0
895470,9,11
895480,0,0
895550,0,0
895570,0,1
895580,0,2
895600,23,25
895610,4,4
895620,0,0
895650,0,0
894890,0,0
894900,1,4
894920,0,1
894930,0,0
895010,1,1
895060,0,0
895080,0,0
895120,1,3
895140,7,9
895150,0,0
895160,0,0
895170,3,3
895180,2,2
895200,0,0
895210,0,0
895220,1,1
894420,4,4
894450,0,2
894460,35,37
894540,7,9
894570,0,0
894610,0,0
894620,0,0
894630,28,33
894730,1,4
894740,2,2
894750,1,2
894790,1,1
894820,0,0
894830,0,0
894010,1,2
894050,4,5
894070,2,2
894110,0,0
894120,2,2
894160,0,0
894200,0,0
894270,10,15
894310,1,1
894320,0,0
894330,3,4
894340,0,0
894360,0,0
894370,0,0
894380,0,0
894390,9,11
893560,0,0
893570,0,0
893590,0,1
893610,15,15
893620,9,10
893650,1,1
893670,0,0
893690,9,9
893710,2,2
893720,0,0
893730,0,0
893740,2,2
893790,20,20
893810,0,0
893850,0,0
893870,20,28
893900,0,0
893940,1,1
893950,0,0
893960,6,6
893090,1,1
893110,0,1
893120,0,0
893140,1,2
893150,0,0
893170,0,0
893330,13,22
893350,0,0
893370,0,0
893390,0,0
893450,2,3
893460,0,1
893470,10,10
893480,0,0
893490,0,0
893500,0,0
893510,2,7
893520,106,156
892740,0,0
892760,11,11
892780,11,14
892830,4,4
892880,4,4
892900,0,0
892910,2,3
892930,2,3
892960,0,0
892970,0,0
893010,15,23
893020,0,0
893030,199,230
893040,5,13
893050,5,6
893060,1,5
893070,1,1
892380,8,9
892420,4,6
892440,5,7
892470,4,4
892490,0,0
892550,7,8
892560,0,0
892570,0,0
892630,0,0
892640,1,1
892650,9,12
892690,18,21
891960,0,0
891970,0,0
892020,2,2
892030,0,0
892040,0,0
892050,0,0
892130,0,3
892160,0,0
892170,0,0
892200,0,0
891570,0,0
891580,0,0
891590,1,1
891600,0,0
891610,0,0
891620,0,0
891640,0,0
891650,0,0
891670,0,0
891710,0,0
891720,0,2
891790,0,0
891850,2,2
891860,0,0
891870,3,3
891890,7,7
891920,7,7
891950,0,0
891090,0,2
891100,3,7
891110,4,4
891120,0,1
891130,0,0
891150,2,3
891170,0,0
891180,0,0
891190,0,0
891200,0,0
891220,0,0
891240,4,6
891270,1,2
891290,0,0
891310,3,6
891320,2,4
891330,0,1
891350,3,4
891370,0,0
891380,1,2
891420,6,7
891430,0,0
891460,0,0
891470,0,0
891510,20,20
890660,0,0
890680,0,1
890690,0,0
890700,0,0
890710,6,9
890720,0,0
890740,4,4
890750,29,29
890780,0,3
890800,1,1
890840,0,0
890880,0,0
890900,1,1
890910,1,1
890920,0,0
890930,0,0
890940,5,6
890970,33,41
891040,0,0
891050,2,3
890400,0,0
890410,0,0
890470,0,0
890480,0,0
890500,0,0
890520,0,0
890570,77,83
890590,4,4
890630,0,0
890640,1,3
889970,0,1
889990,0,1
890010,0,0
890030,0,0
890031,0,0
890032,0,0
890070,0,0
890130,1,1
890180,9,18
890200,0,0
890210,0,1
890220,11,11
890300,0,0
890310,0,0
890340,2,2
889510,60,77
889520,9,10
889530,0,0
889600,0,0
889670,0,0
889680,0,0
889720,5,9
889730,0,0
889740,0,0
889760,0,1
889770,27,30
889790,0,0
889850,0,0
889040,40,49
889060,0,0
889080,22,23
889100,1,1
889150,0,0
889170,17,18
889210,0,0
889220,0,0
889240,0,0
889260,5,5
889270,0,0
889290,1,1
889320,0,0
889330,0,0
889360,0,0
889400,11,11
889450,3,3
889460,4,5
889470,1,3
889480,198,203
888670,0,0
888690,2,3
888710,1,1
888740,0,1
888750,0,0
888760,0,0
888790,83,84
888800,0,0
888810,1,3
888880,0,0
888900,1,1
888910,0,0
888970,0,3
888990,3,3
889030,3,3
888380,1,2
888400,1,4
888480,0,0
888540,0,0
888560,0,1
888570,1,1
888610,4,6
888620,0,1
888630,24,25
888640,0,0
887890,2,2
887900,0,0
887910,0,0
887920,0,0
887930,0,0
887940,0,0
887950,0,0
887960,2,3
887970,5,7
888010,8,12
888030,0,1
888040,62,65
888060,0,0
888070,0,0
888090,0,0
888130,0,0
888150,0,0
888200,0,0
888250,0,1
888260,73,78
888310,2,2
888370,7,8
887400,4,4
887410,0,0
887440,0,0
887450,0,0
887490,0,0
887510,15,15
887520,3,5
887530,24,28
887550,0,0
887590,0,0
887630,0,0
887660,0,0
887670,0,0
887680,0,0
887700,0,0
887710,2,3
887720,0,0
887730,15,17
887740,0,0
887750,1,1
887790,0,0
887820,0,1
887850,4,5
887870,0,0
887880,0,0
886950,4,4
886960,81,98
886970,8,8
887040,0,0
887060,20,24
887160,0,0
887170,0,0
887210,0,0
887240,0,0
887280,0,0
887300,1,1
887340,18,25
886420,0,0
886430,0,0
886450,0,1
886460,0,0
886470,2,2
886480,0,0
886490,0,1
886530,0,0
886540,0,0
886560,0,0
886570,0,0
886580,1,2
886590,2,2
886600,3,4
886610,0,1
886630,7,9
886650,0,0
886670,1,1
886730,2,8
886780,1,2
886830,1,1
886840,0,0
886860,0,0
886890,0,0
886900,64,95
886010,2,4
886020,0,1
886040,75,92
886060,0,0
886070,8,9
886120,0,0
886180,7,8
886200,5,5
886220,0,0
886230,0,0
886250,0,0
886270,6,8
886290,1,1
886300,2,2
886310,0,2
886330,0,1
886350,2,3
886360,0,0
886370,11,18
886380,3,3
886390,1,1
885730,0,0
885780,10,13
885790,3,3
885810,66,66
885890,0,0
885940,39,42
885240,1,3
885250,0,0
885290,1,1
885310,0,0
885320,1,4
885380,2,4
885390,6,13
885440,12,17
885470,0,0
885480,0,0
885570,0,0
885590,0,0
885600,0,0
885620,0,2
885630,5,7
885640,0,0
885650,0,0
885690,0,0
884770,0,1
884800,3,6
884830,0,0
884880,3,4
884900,0,0
884910,0,0
884920,0,0
884930,1,2
884960,15,15
884980,0,0
885000,13,14
885030,0,0
885090,1,5
885100,8,17
885110,3,9
885120,20,23
885140,0,2
885150,25,33
885170,0,2
885180,0,3
885190,7,11
885210,0,0
884320,9,18
884340,0,0
884370,3,4
884390,1,1
884400,4,4
884410,5,6
884420,5,6
884430,4,8
884440,1,1
884460,2,3
884470,3,3
884500,0,1
884520,0,0
884530,0,3
884550,0,0
884590,0,2
884640,10,15
884660,0,0
883930,1,2
883960,0,1
883970,0,3
884020,0,0
884050,6,9
